0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,
a,a,about,across,afternoon,again,agent,air,alexander,all,allow,also,always,am,amount,and,are,arrived,as,ask,asked,asking,at,
b,back,baghdad,barge,basreh,became,been,before,behind,better,board,bowels,break,breakfast,breeze,brought,but,by,
c,called,calm,came,capt,captain,cargo,carried,castor,cawley,children,cleared,clever,clouds,come,cool,could,
d,daughter,day,daybreak,did,discharging,disgusted,do,doctor,dose,down,during,
e,early,east,ely,encamped,etc,even,except,
f,family,feel,feeling,fever,fine,for,free,from,full,
g,garden,gerghis,getting,ghassourah,giving,go,going,got,
h,had,half,hanging,has,have,having,he,heat,hiding,him,his,home,horses,hot,
i,i,ill,illegible,in,inside,is,issued,it,
j,johny,
k,knowing,
l,land,last,laughing,law,left,light,like,line,lines,loading,lot,lots,
m,making,margin,me,mooring,morning,mossul,mother,much,my,
n,nephew,never,new,night,no,not,notes,now,
o,of,off,oil,on,one,opposite,or,other,out,
p,page,pain,passage,pay,people,permission,persons,perspiration,pm,prints,
r,recommended,remain,running,
s,same,saw,section,sept,service,severe,she,shifted,ship,shipping,side,since,sister,sisters,sleep,so,son,still,stomach,stop,stroke,subsection,sultry,sun,
t,taken,tell,that,the,them,therm,these,they,thing,this,those,through,thursd,ticket,tickets,till,time,to,today,told,too,took,trip,trouble,try,turn,
u,underway,us,
v,very,vomiting,
w,warm,was,water,we,weak,weather,wedn,well,went,westerly,which,who,whole,whom,wife,will,willingly,with,without,wool,worked,would,
y,young,
